,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,counter,name
836159,2008,2,9,6,1814.0,1818,1943.0,1945,UA,901,N914UA,89.0,87.0,72.0,-2.0,-4.0,SFO,SAN,447,3.0,14.0,0,,0,,,,,,20443,San Francisco International Airport
836179,2008,2,2,6,1026.0,1025,1549.0,1533,UA,902,N775UA,203.0,188.0,149.0,16.0,1.0,DEN,IAD,1452,10.0,44.0,0,,0,0.0,0.0,16.0,0.0,0.0,36858,Denver International Airport
836186,2008,2,9,6,1027.0,1025,1523.0,1533,UA,902,N774UA,176.0,188.0,154.0,-10.0,2.0,DEN,IAD,1452,5.0,17.0,0,,0,,,,,,36858,Denver International Airport
836193,2008,2,16,6,1045.0,1047,1546.0,1555,UA,902,N793UA,181.0,188.0,161.0,-9.0,-2.0,DEN,IAD,1452,7.0,13.0,0,,0,,,,,,36858,Denver International Airport
836200,2008,2,23,6,1046.0,1047,1603.0,1555,UA,902,N775UA,197.0,188.0,176.0,8.0,-1.0,DEN,IAD,1452,8.0,13.0,0,,0,,,,,,36858,Denver International Airport
836208,2008,2,2,6,1726.0,1730,1902.0,1921,UA,903,N774UA,216.0,231.0,200.0,-19.0,-4.0,IAD,DEN,1452,6.0,10.0,0,,0,,,,,,12204,Washington Dulles International Airport
836215,2008,2,9,6,1730.0,1730,1917.0,1921,UA,903,N771UA,227.0,231.0,203.0,-4.0,0.0,IAD,DEN,1452,6.0,18.0,0,,0,,,,,,12204,Washington Dulles International Airport
836222,2008,2,16,6,1751.0,1720,1931.0,1911,UA,903,N779UA,220.0,231.0,197.0,20.0,31.0,IAD,DEN,1452,9.0,14.0,0,,0,20.0,0.0,0.0,0.0,0.0,12204,Washington Dulles International Airport
836229,2008,2,23,6,1734.0,1720,1904.0,1911,UA,903,N772UA,210.0,231.0,189.0,-7.0,14.0,IAD,DEN,1452,6.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
836237,2008,2,2,6,1039.0,1042,1637.0,1653,UA,906,N580UA,238.0,251.0,213.0,-16.0,-3.0,SFO,ORD,1846,6.0,19.0,0,,0,,,,,,20443,San Francisco International Airport
836244,2008,2,9,6,1039.0,1042,1651.0,1653,UA,906,N543UA,252.0,251.0,235.0,-2.0,-3.0,SFO,ORD,1846,3.0,14.0,0,,0,,,,,,20443,San Francisco International Airport
836251,2008,2,16,6,1043.0,1045,1632.0,1656,UA,906,N570UA,229.0,251.0,208.0,-24.0,-2.0,SFO,ORD,1846,4.0,17.0,0,,0,,,,,,20443,San Francisco International Airport
836258,2008,2,23,6,1040.0,1045,1626.0,1656,UA,906,N594UA,226.0,251.0,213.0,-30.0,-5.0,SFO,ORD,1846,2.0,11.0,0,,0,,,,,,20443,San Francisco International Airport
836266,2008,2,2,6,1741.0,1700,2036.0,1937,UA,907,N535UA,295.0,277.0,271.0,59.0,41.0,ORD,SFO,1846,7.0,17.0,0,,0,0.0,0.0,50.0,0.0,9.0,51439,Chicago O'Hare International Airport
836273,2008,2,9,6,1721.0,1700,2004.0,1941,UA,907,N403UA,283.0,281.0,263.0,23.0,21.0,ORD,SFO,1846,4.0,16.0,0,,0,0.0,21.0,2.0,0.0,0.0,51439,Chicago O'Hare International Airport
836280,2008,2,16,6,1658.0,1700,1922.0,1937,UA,907,N515UA,264.0,277.0,241.0,-15.0,-2.0,ORD,SFO,1846,6.0,17.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836287,2008,2,23,6,1703.0,1700,1953.0,1937,UA,907,N592UA,290.0,277.0,263.0,16.0,3.0,ORD,SFO,1846,8.0,19.0,0,,0,0.0,0.0,16.0,0.0,0.0,51439,Chicago O'Hare International Airport
836295,2008,2,2,6,1246.0,1242,1600.0,1602,UA,908,N777UA,134.0,140.0,121.0,-2.0,4.0,DEN,ORD,888,2.0,11.0,0,,0,,,,,,36858,Denver International Airport
836302,2008,2,9,6,1252.0,1242,1601.0,1602,UA,908,N786UA,129.0,140.0,115.0,-1.0,10.0,DEN,ORD,888,3.0,11.0,0,,0,,,,,,36858,Denver International Airport
836309,2008,2,16,6,1244.0,1240,1546.0,1600,UA,908,N775UA,122.0,140.0,106.0,-14.0,4.0,DEN,ORD,888,3.0,13.0,0,,0,,,,,,36858,Denver International Airport
836316,2008,2,23,6,1146.0,1139,1502.0,1500,UA,908,N649UA,136.0,141.0,114.0,2.0,7.0,DEN,ORD,888,8.0,14.0,0,,0,,,,,,36858,Denver International Airport
836324,2008,2,2,6,1509.0,1455,1706.0,1633,UA,909,N575UA,177.0,158.0,153.0,33.0,14.0,ORD,DEN,888,6.0,18.0,0,,0,0.0,14.0,19.0,0.0,0.0,51439,Chicago O'Hare International Airport
836331,2008,2,9,6,1526.0,1455,1738.0,1633,UA,909,N519UA,192.0,158.0,134.0,65.0,31.0,ORD,DEN,888,9.0,49.0,0,,0,31.0,0.0,34.0,0.0,0.0,51439,Chicago O'Hare International Airport
836338,2008,2,16,6,1522.0,1505,1658.0,1643,UA,909,N575UA,156.0,158.0,128.0,15.0,17.0,ORD,DEN,888,9.0,19.0,0,,0,15.0,0.0,0.0,0.0,0.0,51439,Chicago O'Hare International Airport
836345,2008,2,23,6,1530.0,1505,1652.0,1643,UA,909,N568UA,142.0,158.0,118.0,9.0,25.0,ORD,DEN,888,10.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836353,2008,2,2,6,848.0,850,1144.0,1210,UA,910,N780UA,116.0,140.0,101.0,-26.0,-2.0,DEN,ORD,888,3.0,12.0,0,,0,,,,,,36858,Denver International Airport
836360,2008,2,9,6,901.0,850,1229.0,1210,UA,910,N775UA,148.0,140.0,109.0,19.0,11.0,DEN,ORD,888,25.0,14.0,0,,0,11.0,0.0,8.0,0.0,0.0,36858,Denver International Airport
836367,2008,2,16,6,853.0,850,1200.0,1210,UA,910,N771UA,127.0,140.0,108.0,-10.0,3.0,DEN,ORD,888,4.0,15.0,0,,0,,,,,,36858,Denver International Airport
836374,2008,2,23,6,852.0,850,1157.0,1210,UA,910,N778UA,125.0,140.0,109.0,-13.0,2.0,DEN,ORD,888,4.0,12.0,0,,0,,,,,,36858,Denver International Airport
836382,2008,2,2,6,752.0,750,1532.0,1553,UA,914,N651UA,280.0,303.0,254.0,-21.0,2.0,SFO,IAD,2419,8.0,18.0,0,,0,,,,,,20443,San Francisco International Airport
836389,2008,2,9,6,913.0,750,1659.0,1553,UA,914,N568UA,286.0,303.0,248.0,66.0,83.0,SFO,IAD,2419,25.0,13.0,0,,0,18.0,0.0,0.0,0.0,48.0,20443,San Francisco International Airport
836396,2008,2,16,6,901.0,750,1700.0,1553,UA,914,N642UA,299.0,303.0,269.0,67.0,71.0,SFO,IAD,2419,3.0,27.0,0,,0,67.0,0.0,0.0,0.0,0.0,20443,San Francisco International Airport
836403,2008,2,23,6,745.0,750,1538.0,1553,UA,914,N658UA,293.0,303.0,268.0,-15.0,-5.0,SFO,IAD,2419,4.0,21.0,0,,0,,,,,,20443,San Francisco International Airport
836411,2008,2,2,6,1640.0,1639,2019.0,1950,UA,915,N418UA,399.0,371.0,372.0,29.0,1.0,IAD,SFO,2419,10.0,17.0,0,,0,0.0,0.0,29.0,0.0,0.0,12204,Washington Dulles International Airport
836418,2008,2,9,6,1637.0,1639,1954.0,1950,UA,915,N823UA,377.0,371.0,355.0,4.0,-2.0,IAD,SFO,2419,6.0,16.0,0,,0,,,,,,12204,Washington Dulles International Airport
836425,2008,2,16,6,1553.0,1608,1845.0,1919,UA,915,N825UA,352.0,371.0,327.0,-34.0,-15.0,IAD,SFO,2419,5.0,20.0,0,,0,,,,,,12204,Washington Dulles International Airport
836432,2008,2,23,6,1628.0,1608,1931.0,1919,UA,915,N828UA,363.0,371.0,346.0,12.0,20.0,IAD,SFO,2419,8.0,9.0,0,,0,,,,,,12204,Washington Dulles International Airport
836440,2008,2,2,6,731.0,735,1501.0,1523,UA,916,N573UA,270.0,288.0,252.0,-22.0,-4.0,SEA,IAD,2306,6.0,12.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
836447,2008,2,9,6,737.0,735,1504.0,1523,UA,916,N538UA,267.0,288.0,244.0,-19.0,2.0,SEA,IAD,2306,6.0,17.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
836454,2008,2,16,6,802.0,742,1546.0,1530,UA,916,N564UA,284.0,288.0,250.0,16.0,20.0,SEA,IAD,2306,10.0,24.0,0,,0,16.0,0.0,0.0,0.0,0.0,12064,Seattle Tacoma International Airport
836461,2008,2,23,6,738.0,742,1531.0,1530,UA,916,N523UA,293.0,288.0,273.0,1.0,-4.0,SEA,IAD,2306,8.0,12.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
836469,2008,2,2,6,1750.0,1750,2019.0,2040,UA,917,N572UA,329.0,350.0,316.0,-21.0,0.0,IAD,SEA,2306,5.0,8.0,0,,0,,,,,,12204,Washington Dulles International Airport
836476,2008,2,9,6,1746.0,1750,2045.0,2040,UA,917,N523UA,359.0,350.0,330.0,5.0,-4.0,IAD,SEA,2306,11.0,18.0,0,,0,,,,,,12204,Washington Dulles International Airport
836483,2008,2,16,6,1814.0,1801,2042.0,2051,UA,917,N541UA,328.0,350.0,309.0,-9.0,13.0,IAD,SEA,2306,4.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
836490,2008,2,23,6,1803.0,1801,2025.0,2051,UA,917,N521UA,322.0,350.0,297.0,-26.0,2.0,IAD,SEA,2306,3.0,22.0,0,,0,,,,,,12204,Washington Dulles International Airport
836498,2008,2,2,6,1142.0,1127,1643.0,1640,UA,918,N592UA,181.0,193.0,146.0,3.0,15.0,DEN,IAD,1452,23.0,12.0,0,,0,,,,,,36858,Denver International Airport
836505,2008,2,9,6,1137.0,1127,1626.0,1640,UA,918,N506UA,169.0,193.0,153.0,-14.0,10.0,DEN,IAD,1452,5.0,11.0,0,,0,,,,,,36858,Denver International Airport
836512,2008,2,16,6,1231.0,1145,1726.0,1658,UA,918,N563UA,175.0,193.0,157.0,28.0,46.0,DEN,IAD,1452,5.0,13.0,0,,0,28.0,0.0,0.0,0.0,0.0,36858,Denver International Airport
836519,2008,2,23,6,1419.0,1145,1915.0,1658,UA,918,N585UA,176.0,193.0,161.0,137.0,154.0,DEN,IAD,1452,5.0,10.0,0,,0,124.0,0.0,0.0,0.0,13.0,36858,Denver International Airport
836527,2008,2,2,6,1753.0,1755,2039.0,2035,UA,919,N592UA,346.0,340.0,328.0,4.0,-2.0,IAD,SAN,2253,3.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
836534,2008,2,9,6,1755.0,1755,2023.0,2035,UA,919,N506UA,328.0,340.0,311.0,-12.0,0.0,IAD,SAN,2253,3.0,14.0,0,,0,,,,,,12204,Washington Dulles International Airport
836541,2008,2,16,6,1825.0,1803,2046.0,2043,UA,919,N563UA,321.0,340.0,307.0,3.0,22.0,IAD,SAN,2253,2.0,12.0,0,,0,,,,,,12204,Washington Dulles International Airport
836548,2008,2,23,6,2011.0,1803,2255.0,2043,UA,919,N585UA,344.0,340.0,309.0,132.0,128.0,IAD,SAN,2253,2.0,33.0,0,,0,6.0,0.0,4.0,0.0,122.0,12204,Washington Dulles International Airport
836556,2008,2,2,6,903.0,750,1623.0,1534,UA,920,N820UA,260.0,284.0,243.0,49.0,73.0,SAN,IAD,2253,5.0,12.0,0,,0,49.0,0.0,0.0,0.0,0.0,14113,San Diego International Airport
836563,2008,2,9,6,800.0,800,1517.0,1540,UA,920,N523UA,257.0,280.0,245.0,-23.0,0.0,SAN,IAD,2253,4.0,8.0,0,,0,,,,,,14113,San Diego International Airport
836570,2008,2,16,6,756.0,800,1538.0,1540,UA,920,N541UA,282.0,280.0,260.0,-2.0,-4.0,SAN,IAD,2253,7.0,15.0,0,,0,,,,,,14113,San Diego International Airport
836577,2008,2,23,6,758.0,800,1525.0,1540,UA,920,N521UA,267.0,280.0,246.0,-15.0,-2.0,SAN,IAD,2253,5.0,16.0,0,,0,,,,,,14113,San Diego International Airport
836585,2008,2,2,6,1639.0,1626,1831.0,1825,UA,921,N573UA,232.0,239.0,215.0,6.0,13.0,IAD,DEN,1452,5.0,12.0,0,,0,,,,,,12204,Washington Dulles International Airport
836592,2008,2,9,6,1751.0,1626,1943.0,1825,UA,921,N568UA,232.0,239.0,213.0,78.0,85.0,IAD,DEN,1452,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,78.0,12204,Washington Dulles International Airport
836599,2008,2,16,6,1654.0,1635,1918.0,1834,UA,921,N564UA,264.0,239.0,212.0,44.0,19.0,IAD,DEN,1452,8.0,44.0,0,,0,18.0,0.0,25.0,0.0,1.0,12204,Washington Dulles International Airport
836606,2008,2,23,6,1656.0,1635,1850.0,1834,UA,921,N523UA,234.0,239.0,196.0,16.0,21.0,IAD,DEN,1452,9.0,29.0,0,,0,16.0,0.0,0.0,0.0,0.0,12204,Washington Dulles International Airport
836614,2008,2,2,6,557.0,600,844.0,846,UA,922,N346UA,107.0,106.0,82.0,-2.0,-3.0,ORD,IAD,589,10.0,15.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836620,2008,2,9,6,553.0,600,829.0,846,UA,922,N918UA,96.0,106.0,78.0,-17.0,-7.0,ORD,IAD,589,5.0,13.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836626,2008,2,16,6,559.0,600,834.0,845,UA,922,N409UA,95.0,105.0,73.0,-11.0,-1.0,ORD,IAD,589,7.0,15.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836633,2008,2,23,6,647.0,600,938.0,845,UA,922,N410UA,111.0,105.0,83.0,53.0,47.0,ORD,IAD,589,7.0,21.0,0,,0,47.0,0.0,6.0,0.0,0.0,51439,Chicago O'Hare International Airport
836641,2008,2,2,6,1232.0,1235,1426.0,1430,UA,923,N588UA,234.0,235.0,218.0,-4.0,-3.0,IAD,DEN,1452,7.0,9.0,0,,0,,,,,,12204,Washington Dulles International Airport
836648,2008,2,9,6,1233.0,1235,1453.0,1430,UA,923,N495UA,260.0,235.0,214.0,23.0,-2.0,IAD,DEN,1452,9.0,37.0,0,,0,0.0,0.0,23.0,0.0,0.0,12204,Washington Dulles International Airport
836655,2008,2,16,6,1422.0,1230,1603.0,1425,UA,923,N670UA,221.0,235.0,203.0,98.0,112.0,IAD,DEN,1452,7.0,11.0,0,,0,98.0,0.0,0.0,0.0,0.0,12204,Washington Dulles International Airport
836662,2008,2,23,6,1229.0,1230,1412.0,1425,UA,923,N674UA,223.0,235.0,198.0,-13.0,-1.0,IAD,DEN,1452,10.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
836670,2008,2,2,6,1333.0,1245,2105.0,2031,UA,924,N538UA,272.0,286.0,242.0,34.0,48.0,LAX,IAD,2288,12.0,18.0,0,,0,0.0,0.0,0.0,0.0,34.0,32611,Los Angeles International Airport
836677,2008,2,9,6,1306.0,1245,2038.0,2031,UA,924,N571UA,272.0,286.0,252.0,7.0,21.0,LAX,IAD,2288,7.0,13.0,0,,0,,,,,,32611,Los Angeles International Airport
836684,2008,2,16,6,1254.0,1255,2041.0,2041,UA,924,N513UA,287.0,286.0,258.0,0.0,-1.0,LAX,IAD,2288,8.0,21.0,0,,0,,,,,,32611,Los Angeles International Airport
836691,2008,2,23,6,1256.0,1255,2048.0,2041,UA,924,N541UA,292.0,286.0,245.0,7.0,1.0,LAX,IAD,2288,6.0,41.0,0,,0,,,,,,32611,Los Angeles International Airport
836699,2008,2,2,6,2132.0,2130,22.0,17,UA,925,N841UA,350.0,347.0,329.0,5.0,2.0,IAD,LAX,2288,6.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
836706,2008,2,9,6,2128.0,2130,28.0,17,UA,925,N850UA,360.0,347.0,332.0,11.0,-2.0,IAD,LAX,2288,12.0,16.0,0,,0,,,,,,12204,Washington Dulles International Airport
836713,2008,2,16,6,2143.0,2140,2348.0,25,UA,925,N513UA,305.0,345.0,288.0,-37.0,3.0,IAD,LAX,2288,6.0,11.0,0,,0,,,,,,12204,Washington Dulles International Airport
836720,2008,2,23,6,2150.0,2140,41.0,25,UA,925,N541UA,351.0,345.0,326.0,16.0,10.0,IAD,LAX,2288,5.0,20.0,0,,0,10.0,0.0,6.0,0.0,0.0,12204,Washington Dulles International Airport
836728,2008,2,2,6,1608.0,1608,1749.0,1729,UA,926,N559UA,101.0,81.0,70.0,20.0,0.0,LAX,SFO,337,9.0,22.0,0,,0,0.0,0.0,20.0,0.0,0.0,32611,Los Angeles International Airport
836735,2008,2,9,6,1654.0,1550,1801.0,1711,UA,926,N556UA,67.0,81.0,52.0,50.0,64.0,LAX,SFO,337,3.0,12.0,0,,0,50.0,0.0,0.0,0.0,0.0,32611,Los Angeles International Airport
836742,2008,2,16,6,1557.0,1600,1708.0,1721,UA,926,N595UA,71.0,81.0,51.0,-13.0,-3.0,LAX,SFO,337,4.0,16.0,0,,0,,,,,,32611,Los Angeles International Airport
836749,2008,2,23,6,1616.0,1600,1749.0,1721,UA,926,N551UA,93.0,81.0,68.0,28.0,16.0,LAX,SFO,337,5.0,20.0,0,,0,0.0,0.0,23.0,0.0,5.0,32611,Los Angeles International Airport
836757,2008,2,2,6,2321.0,2230,34.0,2349,UA,927,N531UA,73.0,79.0,45.0,45.0,51.0,SFO,LAX,337,8.0,20.0,0,,0,45.0,0.0,0.0,0.0,0.0,20443,San Francisco International Airport
836764,2008,2,9,6,2224.0,2230,2340.0,2350,UA,927,N403UA,76.0,80.0,50.0,-10.0,-6.0,SFO,LAX,337,9.0,17.0,0,,0,,,,,,20443,San Francisco International Airport
836771,2008,2,16,6,2400.0,2230,115.0,2350,UA,927,N365UA,75.0,80.0,52.0,85.0,90.0,SFO,LAX,337,10.0,13.0,0,,0,80.0,0.0,0.0,0.0,5.0,20443,San Francisco International Airport
836778,2008,2,23,6,2325.0,2230,31.0,2350,UA,927,N910UA,66.0,80.0,54.0,41.0,55.0,SFO,LAX,337,5.0,7.0,0,,0,0.0,0.0,0.0,0.0,41.0,20443,San Francisco International Airport
836786,2008,2,2,6,1112.0,1111,1701.0,1702,UA,928,N424UA,229.0,231.0,210.0,-1.0,1.0,PDX,ORD,1739,8.0,11.0,0,,0,,,,,,8048,Portland International Airport
836793,2008,2,9,6,1103.0,1111,1656.0,1702,UA,928,N820UA,233.0,231.0,218.0,-6.0,-8.0,PDX,ORD,1739,3.0,12.0,0,,0,,,,,,8048,Portland International Airport
836800,2008,2,16,6,1135.0,1121,1710.0,1712,UA,928,N827UA,215.0,231.0,197.0,-2.0,14.0,PDX,ORD,1739,6.0,12.0,0,,0,,,,,,8048,Portland International Airport
836807,2008,2,23,6,1118.0,1121,1705.0,1712,UA,928,N825UA,227.0,231.0,209.0,-7.0,-3.0,PDX,ORD,1739,11.0,7.0,0,,0,,,,,,8048,Portland International Airport
836815,2008,2,2,6,1701.0,1655,1927.0,1921,UA,929,N563UA,266.0,266.0,240.0,6.0,6.0,ORD,PDX,1739,6.0,20.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836822,2008,2,9,6,1713.0,1655,1943.0,1921,UA,929,N542UA,270.0,266.0,254.0,22.0,18.0,ORD,PDX,1739,4.0,12.0,0,,0,18.0,0.0,4.0,0.0,0.0,51439,Chicago O'Hare International Airport
836829,2008,2,16,6,,1500,,1726,UA,929,,,266.0,,,,ORD,PDX,1739,,,1,A,0,,,,,,51439,Chicago O'Hare International Airport
836836,2008,2,23,6,1749.0,1740,1954.0,2006,UA,929,N574UA,245.0,266.0,225.0,-12.0,9.0,ORD,PDX,1739,5.0,15.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
836856,2008,2,16,6,955.0,930,1201.0,1105,UA,930,N365UA,126.0,95.0,69.0,56.0,25.0,SAN,SFO,447,5.0,52.0,0,,0,0.0,0.0,56.0,0.0,0.0,14113,San Diego International Airport
836863,2008,2,23,6,1210.0,930,1354.0,1105,UA,930,N346UA,104.0,95.0,84.0,169.0,160.0,SAN,SFO,447,9.0,11.0,0,,0,0.0,0.0,169.0,0.0,0.0,14113,San Diego International Airport
836871,2008,2,2,6,1828.0,1820,1947.0,1944,UA,931,N559UA,79.0,84.0,49.0,3.0,8.0,SFO,LAX,337,12.0,18.0,0,,0,,,,,,20443,San Francisco International Airport
836878,2008,2,9,6,1836.0,1806,2000.0,1930,UA,931,N556UA,84.0,84.0,54.0,30.0,30.0,SFO,LAX,337,15.0,15.0,0,,0,0.0,0.0,0.0,0.0,30.0,20443,San Francisco International Airport
836885,2008,2,16,6,1812.0,1808,1935.0,1932,UA,931,N365UA,83.0,84.0,54.0,3.0,4.0,SFO,LAX,337,13.0,16.0,0,,0,,,,,,20443,San Francisco International Airport
836892,2008,2,23,6,2003.0,1808,2121.0,1932,UA,931,N377UA,78.0,84.0,54.0,109.0,115.0,SFO,LAX,337,8.0,16.0,0,,0,10.0,0.0,0.0,0.0,99.0,20443,San Francisco International Airport
836900,2008,2,2,6,1535.0,1535,2035.0,2048,UA,932,N562UA,180.0,193.0,156.0,-13.0,0.0,DEN,IAD,1452,10.0,14.0,0,,0,,,,,,36858,Denver International Airport
836907,2008,2,9,6,1552.0,1535,2047.0,2048,UA,932,N504UA,175.0,193.0,154.0,-1.0,17.0,DEN,IAD,1452,5.0,16.0,0,,0,,,,,,36858,Denver International Airport
836914,2008,2,16,6,1705.0,1535,2209.0,2048,UA,932,N670UA,184.0,193.0,160.0,81.0,90.0,DEN,IAD,1452,12.0,12.0,0,,0,11.0,0.0,0.0,0.0,70.0,36858,Denver International Airport
836921,2008,2,23,6,1537.0,1535,2044.0,2048,UA,932,N677UA,187.0,193.0,165.0,-4.0,2.0,DEN,IAD,1452,8.0,14.0,0,,0,,,,,,36858,Denver International Airport
836929,2008,2,2,6,2147.0,2145,2346.0,2340,UA,933,N823UA,239.0,235.0,214.0,6.0,2.0,IAD,DEN,1452,7.0,18.0,0,,0,,,,,,12204,Washington Dulles International Airport
836936,2008,2,9,6,2149.0,2145,2344.0,2340,UA,933,N810UA,235.0,235.0,214.0,4.0,4.0,IAD,DEN,1452,5.0,16.0,0,,0,,,,,,12204,Washington Dulles International Airport
836943,2008,2,16,6,2158.0,2140,6.0,2332,UA,933,N524UA,248.0,232.0,199.0,34.0,18.0,IAD,DEN,1452,4.0,45.0,0,,0,18.0,0.0,16.0,0.0,0.0,12204,Washington Dulles International Airport
836950,2008,2,23,6,2150.0,2140,2322.0,2332,UA,933,N581UA,212.0,232.0,192.0,-10.0,10.0,IAD,DEN,1452,6.0,14.0,0,,0,,,,,,12204,Washington Dulles International Airport
836958,2008,2,2,6,656.0,700,1410.0,1424,UA,934,N674UA,314.0,324.0,292.0,-14.0,-4.0,HNL,LAX,2556,6.0,16.0,0,,0,,,,,,8988,Honolulu International Airport
836965,2008,2,9,6,704.0,700,1415.0,1424,UA,934,N676UA,311.0,324.0,286.0,-9.0,4.0,HNL,LAX,2556,8.0,17.0,0,,0,,,,,,8988,Honolulu International Airport
836972,2008,2,16,6,702.0,700,1437.0,1424,UA,934,N675UA,335.0,324.0,298.0,13.0,2.0,HNL,LAX,2556,15.0,22.0,0,,0,,,,,,8988,Honolulu International Airport
836979,2008,2,23,6,658.0,700,1355.0,1424,UA,934,N672UA,297.0,324.0,263.0,-29.0,-2.0,HNL,LAX,2556,15.0,19.0,0,,0,,,,,,8988,Honolulu International Airport
836987,2008,2,2,6,1938.0,1600,2323.0,2001,UA,935,N667UA,345.0,361.0,323.0,202.0,218.0,LAX,HNL,2556,4.0,18.0,0,,0,202.0,0.0,0.0,0.0,0.0,32611,Los Angeles International Airport
836994,2008,2,9,6,1607.0,1600,1954.0,2001,UA,935,N676UA,347.0,361.0,328.0,-7.0,7.0,LAX,HNL,2556,4.0,15.0,0,,0,,,,,,32611,Los Angeles International Airport
837001,2008,2,16,6,1616.0,1615,2007.0,2016,UA,935,N675UA,351.0,361.0,310.0,-9.0,1.0,LAX,HNL,2556,17.0,24.0,0,,0,,,,,,32611,Los Angeles International Airport
837008,2008,2,23,6,1616.0,1615,2046.0,2016,UA,935,N672UA,390.0,361.0,363.0,30.0,1.0,LAX,HNL,2556,5.0,22.0,0,,0,0.0,0.0,30.0,0.0,0.0,32611,Los Angeles International Airport
837016,2008,2,2,6,849.0,857,1651.0,1704,UA,936,N430UA,302.0,307.0,268.0,-13.0,-8.0,SFO,IAD,2419,14.0,20.0,0,,0,,,,,,20443,San Francisco International Airport
837023,2008,2,9,6,853.0,857,1646.0,1704,UA,936,N466UA,293.0,307.0,266.0,-18.0,-4.0,SFO,IAD,2419,9.0,18.0,0,,0,,,,,,20443,San Francisco International Airport
837030,2008,2,16,6,857.0,852,1647.0,1659,UA,936,N413UA,290.0,307.0,269.0,-12.0,5.0,SFO,IAD,2419,5.0,16.0,0,,0,,,,,,20443,San Francisco International Airport
837037,2008,2,23,6,854.0,852,1659.0,1659,UA,936,N403UA,305.0,307.0,261.0,0.0,2.0,SFO,IAD,2419,8.0,36.0,0,,0,,,,,,20443,San Francisco International Airport
837045,2008,2,2,6,1730.0,1730,2049.0,2036,UA,937,N643UA,379.0,366.0,362.0,13.0,0.0,IAD,SFO,2419,5.0,12.0,0,,0,,,,,,12204,Washington Dulles International Airport
837052,2008,2,9,6,1728.0,1730,2034.0,2036,UA,937,N663UA,366.0,366.0,345.0,-2.0,-2.0,IAD,SFO,2419,6.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
837059,2008,2,16,6,1735.0,1730,2022.0,2036,UA,937,N647UA,347.0,366.0,306.0,-14.0,5.0,IAD,SFO,2419,6.0,35.0,0,,0,,,,,,12204,Washington Dulles International Airport
837066,2008,2,23,6,1733.0,1730,2051.0,2036,UA,937,N653UA,378.0,366.0,337.0,15.0,3.0,IAD,SFO,2419,11.0,30.0,0,,0,0.0,0.0,15.0,0.0,0.0,12204,Washington Dulles International Airport
837074,2008,2,2,6,1706.0,1644,2006.0,2009,UA,938,N338UA,120.0,145.0,103.0,-3.0,22.0,DEN,ORD,888,3.0,14.0,0,,0,,,,,,36858,Denver International Airport
837081,2008,2,9,6,1637.0,1644,2009.0,2009,UA,938,N367UA,152.0,145.0,124.0,0.0,-7.0,DEN,ORD,888,3.0,25.0,0,,0,,,,,,36858,Denver International Airport
837088,2008,2,16,6,1634.0,1605,1940.0,1928,UA,938,N424UA,126.0,143.0,112.0,12.0,29.0,DEN,ORD,888,5.0,9.0,0,,0,,,,,,36858,Denver International Airport
837095,2008,2,23,6,1643.0,1525,1950.0,1846,UA,938,N674UA,127.0,141.0,108.0,64.0,78.0,DEN,ORD,888,4.0,15.0,0,,0,64.0,0.0,0.0,0.0,0.0,36858,Denver International Airport
837103,2008,2,2,6,1359.0,1350,1711.0,1715,UA,940,N330UA,132.0,145.0,116.0,-4.0,9.0,DEN,ORD,888,4.0,12.0,0,,0,,,,,,36858,Denver International Airport
837110,2008,2,9,6,1452.0,1350,1805.0,1715,UA,940,N335UA,133.0,145.0,116.0,50.0,62.0,DEN,ORD,888,3.0,14.0,0,,0,31.0,0.0,0.0,0.0,19.0,36858,Denver International Airport
837117,2008,2,16,6,1453.0,1344,1827.0,1705,UA,940,N534UA,154.0,141.0,105.0,82.0,69.0,DEN,ORD,888,8.0,41.0,0,,0,0.0,0.0,13.0,0.0,69.0,36858,Denver International Airport
